,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Hwy_Nbr,Hwy_Nbr_2,Hwy_Sys,Hwy_Sys_2,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Local_Use,Located_Fl,Located_Fl_01,Longitude,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Latitude,Rpt_Longitude,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Nbr,Rpt_Ref_Mark_Offset_Amt,Rpt_Sec_Block_Num,Rpt_Sec_Hwy_Num,Rpt_Sec_Street_Desc,Rpt_Sec_Street_Name,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Sfx,Rpt_Street_Desc,Rpt_Street_Name,Rpt_Street_Pfx,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Street_Name,Street_Name_2,Street_Nbr,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
1368,N,0,Y,1,N,0,N,0,2013-04-21 21:30:00,4/21/2013,N,0,13231644,35,9:30 PM,SUN,0,,,,,0,9:55 PM,N,0,DISPATCH,9:49 PM,32.88006305,,Y,1,-96.85628255,N,0,1,0,TX0000006,N,0,0,N,0,12/1/2015,N,0,N,0,9900,,,,N,0,,,,,,,,WALNUT HILL,,LN,,MARSH,,LN,N,0,N,0,N,0,MARSH LN,,,Y,1,N,0,0,Y,1,0
1379,N,0,N,0,N,0,N,0,2013-04-12 08:14:00,4/12/2013,N,0,13232679,35,8:14 AM,FRI,0,,,,,0,8:25 AM,Y,1,RADIO DISPATCHED,8:14 AM,33.01080889,,Y,1,-96.68257676,N,0,2,0,TX0430600,N,0,0,N,0,4/12/2013,N,0,N,0,1100,,,,N,0,,,,,,,,14TH,,ST,,JUPITER,,RD,N,0,N,0,N,0,JUPITER RD,,,Y,1,N,0,0,Y,1,0
1484,N,0,N,0,Y,1,N,0,2013-04-10 02:56:00,4/10/2013,N,0,13245931,30,2:56 AM,WED,0,,,,,0,3:10 AM,Y,1,DISPATCHED,3:00 AM,27.46440539,,Y,1,-99.46581215,N,0,1,0,TX2400100,N,0,0,N,0,4/10/2013,N,0,N,0,2900,,,,N,0,,,,,,,,KATIANA,,DR,,LOMAS DEL SUR,,,N,0,N,0,N,0,LOMAS DEL SUR,,2899.0,N,0,N,0,0,N,0,0
1486,N,0,N,0,N,0,N,0,2013-04-19 06:56:00,4/19/2013,N,0,13246158,30,6:56 AM,FRI,0,,,,,0,6:59 AM,Y,1,BCSO DISPATCH,6:57 AM,,20130633,N,0,,N,0,2,0,TX0260100,N,0,0,N,0,4/19/2013,N,0,N,0,,,,,N,0,,,,,,,,OLD SAN ANTONIO,W,RD,,MAIN,N,ST,N,0,Y,1,N,0,N MAIN ST,,,Y,1,N,0,0,Y,1,0
1531,N,0,N,0,N,0,N,0,2013-05-05 20:30:00,5/5/2013,N,0,13251969,-1,8:30 PM,SUN,0,,,,,0,10:10 PM,N,0,DISPATCH,9:56 PM,,3230,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,5/5/2013,N,0,N,0,14087,,,,N,0,,,,,13900,,,NACOGDOCHES,,RD,,OCONNOR,,RD,N,0,N,0,N,0,OCONNOR RD,,,Y,1,N,0,0,N,0,1
1569,N,0,N,0,N,0,N,0,2013-05-01 18:30:00,5/1/2013,N,0,13256314,30,6:30 PM,WED,0,,,,,0,7:10 PM,Y,1,RADIO,7:06 PM,29.77308084,,Y,1,-98.44044287,N,0,0,1,TX0460800,N,0,0,N,0,5/1/2013,N,0,N,0,2917,,,,N,0,,,,,32300,,,CEDAR VIEW,,,,BARTON HILL DR,,,N,0,Y,1,N,0,BARTON HILL DR,,2917.0,Y,1,N,0,1,Y,1,0
1581,N,0,N,0,N,0,N,0,2013-04-22 15:31:00,4/22/2013,N,0,13257654,35,3:31 PM,MON,0,,,,,0,3:34 PM,Y,1,DISPATCHED,3:33 PM,29.81064542,0,Y,1,-95.720563,N,0,5,0,TX1010000,N,0,0,N,0,4/22/2013,N,0,N,0,2900,,,,Y,1,,,,,,,,SUN GLEN,,,,FRY,,RD,N,0,Y,1,N,0,FRY RD,,,Y,1,N,0,0,Y,1,0
1584,N,0,N,0,N,0,N,0,2013-04-23 18:36:00,4/23/2013,N,0,13257693,45,6:36 PM,TUE,0,,,,,0,6:45 PM,Y,1,DROVE ONTO SCENE,6:45 PM,29.98556253,,Y,1,-95.65451827,N,0,4,0,,N,0,0,N,0,4/23/2013,N,0,N,0,,,29.99032,-95.6532,Y,1,,,,,,,,SPRING CYPRESS,,RD,,TELGE,,RD,N,0,Y,1,N,0,TELGE RD,,,Y,1,N,0,0,Y,1,0
1634,N,0,N,0,N,0,N,0,2013-04-07 17:45:00,4/7/2013,N,0,13263316,0,5:45 PM,SUN,0,,,,,0,8:01 AM,N,0,DISPATCHED,7:34 AM,,0,N,0,,N,0,1,0,TX1010000,N,0,0,Y,1,4/8/2013,N,0,N,0,9400,,,,Y,1,,,,,,,,WEST,,RD,,SAM HOUSTON N,W,PKWY,N,0,Y,1,N,0,W SAM HOUSTON N PKWY,,,Y,1,N,0,0,N,0,0
1639,N,0,N,0,N,0,N,0,2013-05-02 07:40:00,5/2/2013,N,0,13263964,45,7:40 AM,THU,0,30,,IH,,0,7:49 AM,Y,1,POLICE DISPATCH,7:40 AM,,3012,N,0,,N,0,1,0,TX1990100,Y,1,0,N,0,5/2/2013,N,0,N,0,700,30,,,N,0,,,,,,,,MARKET CENTER,,,,NOT REPORTED,,,N,0,N,0,N,0,IH0030,,,N,0,N,0,0,N,0,0
1656,N,0,N,0,N,0,N,0,2013-05-07 08:50:00,5/7/2013,N,0,13265946,60,8:50 AM,TUE,0,75,,US,,0,8:59 AM,Y,1,DISPATCH,8:52 AM,,,N,0,,N,0,2,0,TX0430600,Y,1,0,N,0,5/7/2013,N,0,N,0,1900,75,,,N,0,,,,,,,,PARK,,BLVD,,NOT REPORTED,,,N,0,N,0,N,0,US0075,,,Y,1,N,0,0,Y,1,0
1682,N,0,N,0,Y,1,N,0,2013-05-07 16:00:00,5/7/2013,N,0,13267817,35,4:00 PM,TUE,0,,,,,0,5:25 PM,Y,1,DISPATCHED,4:44 PM,30.44398477,,Y,1,-98.48948227,N,0,1,0,TX0160000,N,0,0,N,0,5/10/2013,N,0,N,0,5000,,,,Y,1,,,,,,,,FOREMAN,,RD,,SMITH WEST RANCH ROAD,,,N,0,Y,1,N,0,SMITH WEST RANCH RD,,4606.0,Y,1,N,0,0,Y,1,0
1805,N,0,N,0,N,0,N,0,2013-05-10 16:41:00,5/10/2013,N,0,13283364,30,4:41 PM,FRI,0,,,,,0,4:50 PM,Y,1,MCT DISPATCH,4:44 PM,27.57413574,,Y,1,-99.47315989,N,0,3,0,TX2400100,N,0,0,N,0,5/10/2013,N,0,N,0,1212,,,,N,0,,,,,,,,MCPHERSON,,,,DEL MAR,E,,N,0,N,0,N,0,E DEL MAR BLVD,UNKNOWN,,Y,1,N,0,0,Y,1,0
1813,N,0,N,0,N,0,N,0,2013-05-06 21:00:00,5/6/2013,N,0,13283847,30,9:00 PM,MON,0,,,,,0,9:08 PM,Y,1,DISPATCH,9:06 PM,29.71631405,,Y,1,-95.48902775,N,0,3,1,TXHPD0000,N,0,0,N,0,5/6/2013,N,0,N,0,6200,,,,N,0,,,,,6000,,,RAMPART,,,,GULFTON,,,N,0,N,0,N,0,GULFTON DR,,6105.0,N,0,N,0,1,Y,1,0
1832,N,0,N,0,N,0,N,0,2013-04-27 14:13:00,4/27/2013,N,0,13287764,0,2:13 PM,SAT,0,,,,,0,2:33 PM,Y,1,DISPATCH,2:27 PM,31.75604987,,Y,1,-106.34170990000001,N,0,1,1,TX0710200,N,0,0,N,0,4/27/2013,N,0,N,0,10600,,,,N,0,,,,,,,,YARBROUGH,,,,VISTA DEL SOL,,DR,N,0,N,0,N,0,VISTA DEL SOL DR,,10616.0,N,0,N,0,1,Y,1,0
1847,N,0,N,0,N,0,Y,1,2013-05-21 07:12:00,5/21/2013,N,0,13290193,0,7:12 AM,TUE,0,,,,,0,7:22 AM,N,0,DISPATCHED,7:20 AM,,0,N,0,,N,0,1,0,TX1010000,N,0,0,Y,1,5/21/2013,N,0,N,0,200,,,,Y,1,,,,,,45,,NOT REPORTED,,,,RICHEY,W,RD,N,0,Y,1,N,0,W RICHEY RD,,,Y,1,N,0,0,N,0,0
1905,N,0,N,0,N,0,N,0,2013-05-18 23:40:00,5/18/2013,N,0,13320859,45,11:40 PM,SAT,0,,,,,0,11:48 PM,Y,1,RADIO,11:42 PM,30.70144801,,Y,1,-95.57306183,N,0,4,0,TX2360100,N,0,0,N,0,5/18/2013,N,0,N,0,1400,,,,N,0,,,,,1300,,,SMITHER,,DR,,VETERANS MEMORIAL PARKWAY,,,N,0,N,0,N,0,VETERANS MEMORIAL PKWY,,,Y,1,N,0,0,Y,1,0
1932,N,0,N,0,N,0,N,0,2013-04-13 14:30:00,4/13/2013,N,0,13417524,0,2:30 PM,SAT,0,,,,,0,3:50 PM,N,0,DISPATCH,3:40 PM,,,N,0,,N,0,0,0,TX1880100,N,0,0,N,0,4/13/2013,N,0,N,0,2206,,,,N,0,,,,,,,,22ND,SE,AVE,,BUCHANAN,S,ST,N,0,N,0,N,0,S BUCHANAN ST,,,N,0,N,0,0,N,0,1
1935,N,0,Y,1,N,0,N,0,2013-05-08 08:46:00,5/8/2013,N,0,13429454,0,8:46 AM,WED,0,,,,,0,9:21 AM,N,0,DISPATCH,9:21 AM,,,N,0,,N,0,0,0,TX1880100,N,0,0,Y,1,5/8/2013,N,0,N,0,4100,,,,N,0,,,,,4500,,WESTERN,WESTERN,,,,45TH,SW,ST,N,0,N,0,N,0,SW 45TH ST,,,N,0,N,0,0,N,0,1
1966,N,0,N,0,N,0,N,0,2013-05-29 06:50:00,5/29/2013,N,0,13288176,60,6:50 AM,WED,0,183,,SH,,0,7:25 AM,Y,1,DISPATCHED,7:17 AM,,,N,0,,N,0,1,1,TX0000006,Y,1,0,N,0,5/29/2013,N,0,N,0,8600,183,,,N,0,,,,,,,,REGAL ROW,,,,JOHN W CARPENTER,,FWY,N,0,N,0,N,0,SH0183,,,Y,1,N,0,1,Y,1,0
1989,N,0,N,0,N,0,N,0,2013-05-31 18:50:00,5/31/2013,N,0,13294130,-1,6:50 PM,FRI,0,,,,,0,7:01 PM,N,0,DISPATCHED,6:55 PM,,135684A,N,0,,N,0,0,0,TX0000006,N,0,0,Y,1,5/31/2013,N,0,N,0,4460,,,,N,0,,,,,17700,,,ADDISON,,RD,,TRINITY MILLS,,RD,N,0,N,0,N,0,TRINITY MILLS RD,,,Y,1,N,0,0,N,0,1
2026,N,0,N,0,N,0,N,0,2013-06-04 06:40:00,6/4/2013,N,0,13300109,5,6:40 AM,TUE,0,,,,,0,6:48 AM,Y,1,DISPATCH,6:45 AM,,3250,N,0,,N,0,0,1,TXSPD0000,N,0,0,Y,1,6/4/2013,N,0,N,0,4354,,,,N,0,,,,,8700,,8700 BLOCK OF LOCKWAY,LOCKWAY,,,PARKING LOT/DRIVEWAY,INDUSTRIAL CENTER,,,N,0,N,0,N,0,INDUSTRIAL CENTER,,,N,0,N,0,1,N,0,0
2052,N,0,N,0,N,0,N,0,2013-05-27 14:55:00,5/27/2013,N,0,13302677,20,2:55 PM,MON,0,,,,,0,3:03 PM,Y,1,POLICE RADIO,3:03 PM,,,N,0,,N,0,5,0,TX1520200,N,0,0,Y,1,5/27/2013,N,0,N,0,1900,,,,N,0,,,,,3400,,,S,,AVE,PRIVATE PARKING LOT,34TH,,ST,N,0,N,0,N,0,34TH ST,,,Y,1,N,0,0,N,0,0
2066,N,0,N,0,Y,1,Y,1,2013-05-24 11:31:00,5/24/2013,N,0,13304455,30,11:31 AM,FRI,0,,,,,0,11:41 AM,Y,1,DISPATCH,11:31 AM,,1600 HENDERSON,N,0,,N,0,2,0,TX0200200,N,0,0,N,0,5/25/2013,N,0,N,0,1600,,,,N,0,,,,,,,CONCRETE,BUCHTA,,,CONCRETE,BLK HENDERSON,,,N,0,N,0,N,0,BLK HENDERSON,BUCHTA,,N,0,N,0,0,N,0,0
2070,N,0,N,0,N,0,N,0,2013-05-30 17:39:00,5/30/2013,N,0,13304929,40,5:39 PM,THU,0,,,,,0,5:45 PM,Y,1,DISPATCHED,5:41 PM,33.05726322,,Y,1,-96.69466593,N,0,3,0,TX0430600,N,0,0,N,0,5/30/2013,N,0,N,0,100,,,,N,0,,,,,,75,,NOT REPORTED,,,,SPRING CRREK,,PKWY,N,0,N,0,N,0,W SPRING CREEK PKWY,,,Y,1,N,0,0,Y,1,0
2090,N,0,N,0,N,0,N,0,2013-05-29 11:00:00,5/29/2013,N,0,13307128,30,11:00 AM,WED,0,,,,,0,12:10 PM,N,0,DISPATCHED,11:56 AM,,0,N,0,,N,0,0,0,TX1010000,N,0,0,Y,1,5/29/2013,N,0,N,0,700,,,,Y,1,,,,,,,,KINGSLAND,,BLVD,,FRY,S,RD,N,0,Y,1,N,0,S FRY RD,,,N,0,N,0,0,N,0,1
2097,N,0,Y,1,N,0,N,0,2013-05-22 10:00:00,5/22/2013,N,0,13307577,-1,10:00 AM,WED,0,,,,,0,6:32 PM,Y,1,DISPATCH,6:21 PM,,,N,0,,N,0,1,0,TX0570400,N,0,0,Y,1,6/13/2013,N,0,N,0,1405,,,,N,0,,,,,1000,,,ERIE,,ST,,BELT LINE,E,RD,N,0,N,0,N,0,E BELT LINE RD,,,Y,1,N,0,0,N,0,0
2103,N,0,N,0,N,0,N,0,2013-06-01 07:03:00,6/1/2013,N,0,13308564,70,7:03 AM,SAT,0,287,,US,,0,8:10 AM,Y,1,ACSO DISPATCH,7:11 AM,,,N,0,,N,0,1,2,,Y,1,0,N,0,6/6/2013,N,0,N,0,,287,31.96605,-95.03135999999999,Y,1,,,,,,494,,NOT REPORTED,,,,NOT REPORTED,,,N,0,Y,1,N,0,US0287,,,Y,1,N,0,2,Y,1,0
2107,N,0,N,0,N,0,N,0,2013-06-06 00:30:00,6/6/2013,N,0,13308878,15,12:30 AM,THU,0,,,,,0,1:05 AM,Y,1,DISPATCHER,12:30 AM,,,N,0,,N,0,1,0,TXHPD0000,N,0,0,Y,1,6/6/2013,N,0,N,0,2700,,,,N,0,,,,,11800,,,MEADOWGLEN,,LN,,KIRKWOOD,S,DR,N,0,N,0,N,0,S KIRKWOOD DR,,,Y,1,N,0,0,N,0,0
2121,N,0,N,0,N,0,N,0,2013-06-03 17:07:00,6/3/2013,N,0,13310526,35,5:07 PM,MON,0,,,,,0,5:19 PM,Y,1,DISPATCHED,5:09 PM,30.11510469,,Y,1,-94.16868001,N,0,2,0,TX1230100,N,0,0,N,0,6/3/2013,N,0,N,0,5900,,,,N,0,,,,,3900,,,DOWLEN,,,,FOLSOM,,,N,0,N,0,N,0,FOLSOM DR,DOWLEN RD,,Y,1,N,0,0,Y,1,0
2230,N,0,N,0,N,0,N,0,2013-06-14 20:21:00,6/14/2013,N,0,13322360,-1,8:21 PM,FRI,0,,,,,0,8:21 PM,Y,1,ON VIEW,8:21 PM,,191,N,0,,N,0,1,0,TX0790400,N,0,0,Y,1,6/18/2013,N,0,N,0,13100,,,,N,0,,,,,13300,,,JAMES,,LN,,FRANCES,,ST,N,0,N,0,N,0,FRANCES ST,,,N,0,N,0,0,N,0,0
2259,N,0,N,0,N,0,N,0,2013-06-11 12:14:00,6/11/2013,N,0,13326948,20,12:14 PM,TUE,0,,,,,0,12:27 PM,Y,1,RADIO DISPATCH,12:17 PM,29.54645614,,Y,1,-95.21127571,N,0,1,0,TX0840300,N,0,0,N,0,6/14/2013,N,0,N,0,,,,,N,0,,,,,,,,SOUTHFIELD,,DR,,NORTHVIEW,,DR,N,0,N,0,N,0,NORTHVIEW DR,,485.0,Y,1,N,0,0,Y,1,0
2262,N,0,N,0,N,0,N,0,2013-06-13 22:00:00,6/13/2013,N,0,13327197,5,10:00 PM,THU,0,,,,,0,1:15 PM,Y,1,WALKIN,10:00 PM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,6/19/2013,N,0,N,0,1712,,,,N,0,,,,,,,,ELMEN,W,ST,,WESTHEIMER,,RD,N,0,N,0,N,0,WESTHEIMER RD,,,Y,1,N,0,0,N,0,2
2285,N,0,N,0,N,0,N,0,2013-06-17 23:06:00,6/17/2013,N,0,13330567,55,11:06 PM,MON,0,,,,,0,11:37 PM,Y,1,DISPATCHED,11:11 PM,31.9313169,,Y,1,-102.33561540000001,N,0,1,0,,N,0,0,N,0,6/21/2013,N,0,N,0,,,31.931279999999997,-102.33555,Y,1,,,,,,338,,NOT REPORTED,,,,YUKON,,RD,N,0,Y,1,N,0,E YUKON RD,,,Y,1,N,0,0,Y,1,0
2289,N,0,N,0,N,0,N,0,2013-06-24 19:10:00,6/24/2013,N,0,13331008,30,7:10 PM,MON,0,,,,,0,7:24 PM,Y,1,DISPATCHED,7:12 PM,,7160,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,6/24/2013,N,0,N,0,4911,,,,N,0,,,,,4900,,,CHEDDAR,,DR,,CAMBRAY,,DR,N,0,N,0,N,0,CAMBRAY DR,,,N,0,N,0,0,N,0,1
2326,N,0,N,0,N,0,N,0,2013-06-24 13:30:00,6/24/2013,N,0,13334530,10,1:30 PM,MON,0,,,,,0,2:48 PM,Y,1,DISPATCHED,2:33 PM,,7150B,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,6/24/2013,N,0,N,0,7411,,,,N,0,,,,,2500,,,BABCOCK,,RD,,JOHN SMITH,,DR,N,0,N,0,N,0,JOHN SMITH DR,,,Y,1,N,0,0,N,0,1
2399,N,0,N,0,N,0,N,0,2013-05-24 15:00:00,5/24/2013,N,0,13341508,35,3:00 PM,FRI,0,,,,,0,3:04 PM,Y,1,DISPATCHED,3:00 PM,29.64111894,,Y,1,-95.63434663,N,0,6,0,TX0790500,N,0,0,N,0,5/27/2013,N,0,N,0,1400,,,,N,0,,,,,14200,,,VINEHILL,,,,VICKERY,,,N,0,N,0,N,0,VICKERY DR,,1514.0,Y,1,N,0,0,Y,1,0
2429,N,0,N,0,N,0,N,0,2013-06-27 19:00:00,6/27/2013,N,0,13344513,10,7:00 PM,THU,0,,,,,0,12:18 PM,Y,1,RADIO DISPATCHED,12:15 PM,,,N,0,,N,0,0,0,TX2200900,N,0,0,Y,1,6/28/2013,N,0,N,0,164,,,,N,0,,,,,100,,,MIDCITIES,E,BLVD,,MERLIN,,WAY,N,0,N,0,N,0,MERLIN WAY,,,Y,1,N,0,0,N,0,1
2450,N,0,N,0,N,0,N,0,2013-07-05 19:49:00,7/5/2013,N,0,13346760,10,7:49 PM,FRI,0,,,,,0,7:58 PM,Y,1,DISPATCHED,7:56 PM,,5320,N,0,,N,0,5,0,TXSPD0000,N,0,0,Y,1,7/5/2013,N,0,N,0,6301,,,,N,0,,,,,3299,,,WURZBACH,,RD,,INGRAM,,RD,N,0,N,0,N,0,INGRAM RD,,,N,0,N,0,0,N,0,1
2470,N,0,N,0,N,0,N,0,2013-07-03 03:45:00,7/3/2013,N,0,13348197,-1,3:45 AM,WED,0,,,,,0,10:25 AM,Y,1,DISPATCHED,9:57 AM,,,N,0,,N,0,1,0,TXHPD0000,N,0,0,Y,1,7/3/2013,N,0,N,0,10222,,,,N,0,,,,,,,,GESSNER,S,DR,,GESSNER,S,DR,N,0,N,0,N,0,S GESSNER DR,,,Y,1,N,0,0,N,0,0
2486,N,0,N,0,N,0,N,0,2013-07-07 21:00:00,7/7/2013,N,0,13349486,5,9:00 PM,SUN,0,,,,,0,9:18 PM,Y,1,DISPATCH,9:06 PM,,,N,0,,N,0,1,0,TXHPD0000,N,0,1,Y,1,7/7/2013,N,0,N,0,1,,,,N,0,,,,,11700,,,AIRLINE,,DR,PARKING LOT,GOODSON,,DR,N,0,N,0,N,0,GOODSON DR,,,N,0,N,0,1,N,0,0
2502,N,0,N,0,N,0,N,0,2013-06-12 07:00:00,6/12/2013,N,0,13351540,35,7:00 AM,WED,0,,,,,0,7:00 AM,Y,1,WALKING,7:00 AM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,6/20/2013,N,0,N,0,1500,,,,N,0,,,,,,,,15TH 12,W,ST,,BEVIS,,ST,N,0,N,0,N,0,BEVIS ST,,,Y,1,N,0,0,N,0,1
2576,N,0,N,0,Y,1,N,0,2013-07-09 13:30:00,7/9/2013,N,0,13357847,30,1:30 PM,TUE,0,,,,,0,1:40 PM,Y,1,DISPATCHED,1:35 PM,29.79500479,,Y,1,-95.37796309,N,0,4,0,TXHPD0000,N,0,2,N,0,7/10/2013,N,0,N,0,400,,,,N,0,,,,,,,,FUGATE,,,,NORTHWOOD,,,N,0,N,0,N,0,NORTHWOOD ST,FUGATE ST,500.0,Y,1,N,0,2,Y,1,0
2580,N,0,N,0,N,0,N,0,2013-07-13 13:45:00,7/13/2013,N,0,13358535,40,1:45 PM,SAT,0,,,,,1,1:48 PM,Y,1,RADIO DISPATCHED,1:45 PM,33.03804854,,Y,1,-96.9286974,N,0,0,0,TX0570400,N,0,0,N,0,7/13/2013,N,0,N,0,1400,,,,N,0,,,,,,121,,NOT REPORTED,,,,CARROLLTON,,PKWY,N,0,N,0,N,0,CARROLLTON PKWY,,,Y,1,N,0,1,Y,1,0
2594,N,0,N,0,Y,1,N,0,2013-06-29 13:35:00,6/29/2013,N,0,13360041,0,1:35 PM,SAT,0,,,,,0,3:11 PM,Y,1,VIA MCT DISPATCH,3:00 PM,27.51517538,,Y,1,-99.50160214,N,0,3,0,TX2400100,N,0,0,N,0,6/29/2013,N,0,N,0,,,,,N,0,,,,,,,,GARZA,,,,SAN EDUARDO,,AVE,N,0,N,0,N,0,SAN EDUARDO AVE,GARZA ST,1801.0,Y,1,N,0,0,Y,1,0
2609,N,0,N,0,N,0,N,0,2013-07-05 19:02:00,7/5/2013,N,0,13361523,0,7:02 PM,FRI,0,,,,,0,7:06 PM,Y,1,DISPATCHED,7:02 PM,,,N,0,,N,0,1,0,TX2440100,Y,1,0,Y,1,7/5/2013,N,0,N,0,2900,287,,,N,0,,,,,1700,,,TOLAR,,ST,,WILBARGER,,ST,N,0,N,0,N,0,BU0287,,,Y,1,N,0,0,N,0,0
2640,N,0,N,0,N,0,N,0,2013-07-18 16:12:00,7/18/2013,N,0,13365366,-1,4:12 PM,THU,0,,,,,0,4:36 PM,Y,1,DISPATCHED,4:29 PM,,503,N,0,,N,0,3,0,TX0610600,N,0,0,Y,1,7/18/2013,N,0,N,0,725,,,,N,0,,,,,2000,,,LAKEPOINTE,,DR,,HEBRON,,PKWY,N,0,N,0,N,0,HEBRON PKWY,,,Y,1,N,0,0,N,0,0
2724,N,0,N,0,N,0,N,0,2013-07-24 19:05:00,7/24/2013,N,0,13374745,30,7:05 PM,WED,0,,,,,0,7:05 PM,Y,1,WALK IN,7:05 PM,29.72773094,,Y,1,-95.44144605,N,0,4,0,TXHPD0000,N,0,0,N,0,7/25/2013,N,0,N,0,3300,,,,N,0,,,,,,,,WESLAYAN,,,CONCRETE,WESTPARK,,,N,0,N,0,N,0,WESTPARK DR,,4103.0,Y,1,N,0,0,Y,1,0
2761,N,0,N,0,Y,1,N,0,2013-07-23 12:56:00,7/23/2013,N,0,13379691,45,12:56 PM,TUE,0,,,,,0,1:10 PM,Y,1,RADIO DISPATCHED,12:57 PM,33.0858542,,Y,1,-96.76552256,N,0,1,0,TX0430600,N,0,0,N,0,7/23/2013,N,0,N,0,,,,,N,0,,,,,,,,MERRIBROOK,,DR,,HEDGCOXE,,RD,N,0,N,0,N,0,HEDGCOXE RD,MERRIBROOK DR,,Y,1,N,0,0,Y,1,2
2772,N,0,N,0,N,0,N,0,2013-07-22 18:14:00,7/22/2013,N,0,13380810,40,6:14 PM,MON,0,,,,,0,6:20 PM,Y,1,DISPATCHED,6:14 PM,33.04251515,,Y,1,-96.81098239,N,0,3,0,TX0430600,N,0,0,N,0,7/22/2013,Y,1,Y,1,5500,,,,N,0,,,,,,,,WILLOW BEND DRIVE,,,,PARKER,W,RD,N,0,N,0,N,0,W PARKER RD,,,Y,1,N,0,0,Y,1,1
2793,N,0,N,0,N,0,N,0,2013-07-21 20:40:00,7/21/2013,N,0,13382819,10,8:40 PM,SUN,0,,,,,0,8:42 PM,Y,1,DISPATCH,8:40 PM,,,N,0,,N,0,1,0,TX1520600,N,0,0,Y,1,7/21/2013,N,0,N,0,2803,,,,N,0,,,,,2600,,,BOSTON,,AVE,ZONE 3-F PARKING LOT,18TH,,ST,N,0,N,0,N,0,18TH ST,,,Y,1,N,0,0,N,0,0
2807,N,0,N,0,N,0,N,0,2013-07-02 14:10:00,7/2/2013,N,0,13384311,30,2:10 PM,TUE,0,,,,,0,2:25 PM,Y,1,DISPATCHED,2:15 PM,30.22462115,,Y,1,-97.77449905,N,0,1,1,TX2270100,N,0,0,N,0,7/2/2013,N,0,N,0,4300,,,,N,0,,,,,,,,ADAM,,LN,,JAMES CASEY,,,N,0,N,0,N,0,JAMES CASEY ST,,4300.0,Y,1,N,0,1,Y,1,0
2857,N,0,N,0,N,0,N,0,2013-07-29 18:36:00,7/29/2013,N,0,13391744,15,6:36 PM,MON,0,377,,US,,0,6:52 PM,Y,1,RADIO,6:43 PM,,,N,0,,N,0,2,0,TX0250200,Y,1,0,Y,1,7/30/2013,N,0,N,0,2000,377,,,N,0,,,,,,,,500 BLK 8TH ST,,,PARKING LOT,S US 377,,,N,0,N,0,N,0,US0377,,,Y,1,N,0,0,N,0,0
2876,N,0,N,0,N,0,N,0,2013-07-26 13:08:00,7/26/2013,N,0,13395751,30,1:08 PM,FRI,0,,,,,0,1:20 PM,Y,1,DISPATCHED,1:09 PM,,,N,0,,Y,1,1,1,TX2202000,N,0,0,Y,1,7/26/2013,N,0,N,0,1415,,,,N,0,,,,,1200,,,THICKET,,DR,DRIVEWAY,CHASE,,TRL,N,0,N,0,N,0,CHASE TRL,,,Y,1,N,0,1,N,0,0
2881,N,0,N,0,Y,1,N,0,2013-05-28 08:05:00,5/28/2013,N,0,13397803,30,8:05 AM,TUE,0,,,,,0,8:08 AM,Y,1,DISPATCH,8:05 AM,29.71459481,,Y,1,-95.44293307,N,0,1,1,TX1012600,N,0,0,N,0,5/28/2013,N,0,N,0,6300,,,,N,0,,,,,4100,,,UNIVERSITY,,,,ACADEMY,,,N,0,N,0,N,0,ACADEMY ST,UNIVERSITY BLVD,,N,0,N,0,1,Y,1,0
